api,method,path,status,ok,duration_ms,size,note,url
portal_transparencia,GET,/safra-por-municipio,400,True,53,159,HTTP 400 (parâmetros de teste mínimos),https://api.portaldatransparencia.gov.br/api-de-dados/safra-por-municipio
portal_transparencia,GET,/safra-codigo-por-cpf-ou-nis,400,True,54,167,HTTP 400 (parâmetros de teste mínimos),https://api.portaldatransparencia.gov.br/api-de-dados/safra-codigo-por-cpf-ou-nis
portal_transparencia,GET,/seguro-defeso-por-municipio,400,True,50,167,HTTP 400 (parâmetros de teste mínimos),https://api.portaldatransparencia.gov.br/api-de-dados/seguro-defeso-por-municipio
portal_transparencia,GET,/ceis,200,True,64,45173,,https://api.portaldatransparencia.gov.br/api-de-dados/ceis
portal_transparencia,GET,/seguro-defeso-codigo,400,True,68,160,HTTP 400 (parâmetros de teste mínimos),https://api.portaldatransparencia.gov.br/api-de-dados/seguro-defeso-codigo
portal_transparencia,GET,/cnep,200,True,73,36991,,https://api.portaldatransparencia.gov.br/api-de-dados/cnep
portal_transparencia,GET,/ceaf,200,True,74,23521,,https://api.portaldatransparencia.gov.br/api-de-dados/ceaf
portal_transparencia,GET,/cepim,200,True,71,13474,,https://api.portaldatransparencia.gov.br/api-de-dados/cepim
portal_transparencia,GET,/cartoes,400,True,54,145,HTTP 400 (parâmetros de teste mínimos),https://api.portaldatransparencia.gov.br/api-de-dados/cartoes
portal_transparencia,GET,/acordos-leniencia,200,True,66,8825,,https://api.portaldatransparencia.gov.br/api-de-dados/acordos-leniencia
portal_transparencia,GET,/emendas,200,True,71,2,,https://api.portaldatransparencia.gov.br/api-de-dados/emendas
portal_transparencia,GET,/imoveis,200,True,63,4259,,https://api.portaldatransparencia.gov.br/api-de-dados/imoveis
portal_transparencia,GET,/situacao-imovel,200,True,92,80,,https://api.portaldatransparencia.gov.br/api-de-dados/situacao-imovel
portal_transparencia,GET,/permissionarios,200,True,165,8879,,https://api.portaldatransparencia.gov.br/api-de-dados/permissionarios
portal_transparencia,GET,/pessoa-juridica,200,True,171,431,,https://api.portaldatransparencia.gov.br/api-de-dados/pessoa-juridica
portal_transparencia,GET,/peps,200,True,170,5172,,https://api.portaldatransparencia.gov.br/api-de-dados/peps
portal_transparencia,GET,/pessoa-fisica,200,True,192,785,,https://api.portaldatransparencia.gov.br/api-de-dados/pessoa-fisica
portal_transparencia,GET,/renuncias-valor,200,True,148,11381,,https://api.portaldatransparencia.gov.br/api-de-dados/renuncias-valor
portal_transparencia,GET,/renuncias-fiscais-empresas-imunes-isentas,200,True,59,6121,,https://api.portaldatransparencia.gov.br/api-de-dados/renuncias-fiscais-empresas-imunes-isentas
portal_transparencia,GET,/notas-fiscais,400,True,56,96,HTTP 400 (parâmetros de teste mínimos),https://api.portaldatransparencia.gov.br/api-de-dados/notas-fiscais
portal_transparencia,GET,/notas-fiscais-por-chave,400,True,61,177,HTTP 400 (parâmetros de teste mínimos),https://api.portaldatransparencia.gov.br/api-de-dados/notas-fiscais-por-chave
portal_transparencia,GET,/renuncias-fiscais-empresas-habilitadas-beneficios-fiscais,200,True,62,11725,,https://api.portaldatransparencia.gov.br/api-de-dados/renuncias-fiscais-empresas-habilitadas-beneficios-fiscais
portal_transparencia,GET,/coronavirus/auxilio-emergencial,403,False,55,0,HTTP 403,https://api.portaldatransparencia.gov.br/api-de-dados/coronavirus/auxilio-emergencial
brasil_api,GET,/cnpj/v1/00000000000191,200,True,110,20585,,https://brasilapi.com.br/api/cnpj/v1/00000000000191
brasil_api,GET,/ddd/v1/11,200,True,98,949,,https://brasilapi.com.br/api/ddd/v1/11
brasil_api,GET,/banks/v1,200,True,107,40750,,https://brasilapi.com.br/api/banks/v1
brasil_api,GET,/taxas/v1,200,True,101,86,,https://brasilapi.com.br/api/taxas/v1
brasil_api,GET,/ibge/municipios/v1/MG,200,True,124,41329,,https://brasilapi.com.br/api/ibge/municipios/v1/MG
brasil_api,GET,/ibge/uf/v1,200,True,81,2446,,https://brasilapi.com.br/api/ibge/uf/v1
brasil_api,GET,/feriados/v1/2025,200,True,88,859,,https://brasilapi.com.br/api/feriados/v1/2025
brasil_api,GET,/pix/v1/participants,200,True,98,243938,,https://brasilapi.com.br/api/pix/v1/participants
